"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0001-9615-8539","5687e7b20cf2afdcd1660023","bello-jimenez","","miguel bello-jimenez","bello-jimenez, m.a.","rodriguez-cobos, a."
"0000-0003-2036-8788","53e9ab37b7602d97034c39a8","jesús araujo","","jesús araujo","jesús araujo","j. martinez-maurica"
"0000-0001-8726-185X","53e9b775b7602d970431ce4b","susanne klaus","","susanne klaus","susanne klaus","michael blaut"
"0000-0003-3846-4786","5c0f8769da562944ac950ffe","faria-e-silva","","andre faria-e-silva","andré l faria-e-silva","carmem s pfeifer"
"0000-0002-7540-0717","53e9aae5b7602d9703462eec","narimah samat","","narimah samat","narimah samat",""
"0000-0002-6042-3692","53e9b4b0b7602d9703fc30c5","taku tsuchiya","","taku tsuchiya","taku tsuchiya","koichiro umemoto"
"0000-0002-3609-3347","53e99d57b7602d970260e34f","pietro romano","","pietro romano","pietro romano",""
"0000-0003-1791-969X","55a676a865ce054aad68d4e9","miriam raquel","","miriam raquel diniz zanetti","zanetti miriam raquel diniz","kubotani juliana sayuri"
"0000-0001-5286-2380","56d90f03dabfae2eee2f5d41","michael canva","","michael canva","michael canva","marc lamy de la chapelle"
"0000-0002-4660-4622","573696966e3b12023e5a029e","luca crociani","","luca crociani","luca crociani","andrea piazzoni"
"0000-0002-9166-1802","5c0f8c1fda562944ac9eafe9","theodora ross","","theodora ross","theodora ross","sara pirzadeh-miller"
"0000-0001-7371-175X","53e9a751b7602d9703087caa","john orlowski","","john orlowski","john orlowski","arnold schwartz"
"0000-0003-1546-9955","53e9a102b7602d97029eeebf","archana krovi","","archana krovi","sai archana krovi","gang han"
"0000-0001-7623-8400","53e9a224b7602d9702b2af84","kieron sheehy","","kieron sheehy","kieron sheehy","shereen benjamin"
"0000-0001-9354-125X","53e9bd92b7602d9704a3a118","brian edwards","","brian edwards","brian edwards","andrea alù"
"0000-0002-1016-0636","56d92605dabfae2eeebb75ea","jarkko hantula","","jarkko hantula","jarkko hantula","anneli uotila"
"0000-0002-9099-7494","56d91fc9dabfae2eee96995a","cinzia pupilli","","cinzia pupilli","cinzia pupilli","maria rita metelli"
"0000-0003-0348-7734","53e9a03bb7602d9702922fa7","michael simons","","michael simons","michael simons","roger j laham"
"0000-0002-4030-1399","5c1366b5da56295a089e934b","alfredo manuli","","alfredo manuli","alfredo manuli","placido bramanti"
"0000-0003-3448-9505","567413620cf25cff3e0b18fa","maria virginia","","maria virginia marques peixoto","peixoto maria virginia marques","de cabello giselda maria kalil"
"0000-0003-0154-7780","5c0f9197da562944aca9d178","caitlin malloy","","caitlin malloy","caitlin malloy","julie macevoy"
"0000-0001-7456-8713","558c0c66e4b02b9f07a4c892","byung-wook min","","byung-wook min","byung-wook min","kyungwon kim"
"0000-0003-4350-3161","56d90aeedabfae2eee1683c6","yusuke nishida","","yusuke nishida","yusuke nishida","tetsuo hatsuda"
"0000-0001-6708-1624","56d89518dabfae2eee082f0e","alexander bukh","","alexander bukh","alexander bukh",""
"0000-0001-9970-3539","56d91390dabfae2eee4ac7d0","silvia colucci","","silvia colucci","silvia colucci","a corrado"
"0000-0002-9049-2138","5550468c45ce0a409eb5f482","gorkem saygili","","gorkem saygili","gorkem saygili","emile a. hendriks"
"0000-0003-3924-2667","55a5f437612c6b12ab32b728","terry-mcelrath","","yvonne terry-mcelrath","terry-mcelrath yvonne m","powell lisa m"
"0000-0002-3676-8746","5c0f75ecda562944ac6e4ae8","sabino iliceto","","sabino iliceto","sabino iliceto","barbara bauce"
"0000-0001-8899-617X","53e9ab97b7602d97035441b9","byoung jae kim","","byoung jae kim","byoung jae kim","hyung jin sung"
"0000-0002-2823-6651","5488ea2945ce471f90912868","carolina batis","","carolina batis","carolina batis","barry michael popkin"
"0000-0002-0469-1422","53e9a246b7602d9702b50323","gert de cooman","","gert de cooman","gert de cooman","etienne e kerre"
"0000-0002-9637-4204","53e9b145b7602d9703bc8928","matthew garcia","","matthew garcia","matthew garcia","yudong tian"
"0000-0002-9106-6106","56d82cb8dabfae2eee079268","jerome mathieu","","jerome mathieu","jerome mathieu","thibaud decaens"
"0000-0002-8608-1037","5c0f9114da562944aca8d567","takeshi mikami","","takeshi mikami","takeshi mikami","mayumi kitagawa"
"0000-0001-5123-3195","56d90246dabfae2eeedf581c","changsheng xie","","changsheng xie","changsheng xie","lei zeng"
"0000-0002-8135-7057","53e9b09fb7602d9703b07cd9","sergio madurga","","sergio madurga","sergio madurga","birgit claasen"
"0000-0003-2331-1445","558d037215f38090e2f30db0","marie malissen","","marie malissen","marie malissen","lisa y. bogatzki"
"0000-0002-8035-5199","53e9a8c5b7602d9703213674","ramon vilanova","","ramon vilanova","ramon vilanova","orlando arrieta"
"0000-0001-8422-1609","53e99bf7b7602d97024a39d7","marianna soler","","marianna soler","marianna soler","teresa serra"
"0000-0002-2198-8981","56d8322bdabfae2eee297b69","chirag trivedi","","chirag trivedi","chirag trivedi","b k gandhi"
"0000-0003-2477-8127","53e99dd4b7602d97026979b8","randall gentry","","randall gentry","randall gentry","dan williams"
"0000-0002-8689-7810","53e9aa5cb7602d97033cdee3","kalle Åström","","kalle Åström","kalle Åström","karl sjöstrand"
"0000-0001-9192-5081","53e99e38b7602d97026fbf51","biswarup ghosh","","biswarup ghosh","biswarup ghosh","pulak kar"
"0000-0002-9556-4225","53e9a145b7602d9702a36176","masanori ozaki","","masanori ozaki","masanori ozaki","hiroki moritou"
"0000-0001-9539-9584","56d8f7a6dabfae2eee9dd809","janusz blasiak","","janusz blasiak","janusz blasiak","maja waszczyk"
"0000-0001-5338-320X","5c0f7fe3da562944ac8463d7","lazarus kuonza","","lazarus kuonza","lazarus kuonza","nazir ismail"
"0000-0003-2133-6577","53e9b512b7602d97040498f2","marco budinich","","marco budinich","marco budinich",""
"0000-0001-9143-7037","53e9aa24b7602d9703391e4b","narottam chand","","narottam chand","narottam chand","vivek katiyar"
"0000-0002-6857-0582","53e9a2fab7602d9702c05bd8","abelardo pardo","","abelardo pardo","abelardo pardo","carlos delgado kloos"
"0000-0002-3023-3839","53e9aa24b7602d970339558a","valeria lotito","","valeria lotito","valeria lotito","christian hafner"
"0000-0002-2979-8197","558ccf3e15f38090e2f29e25","yefim zaltsman","","yefim zaltsman","yefim zaltsman","stefan zorn"
"0000-0003-3726-7748","5c13744cda56295a08bbf8a2","chuantao zhang","","chuantao zhang","chuantao zhang","chunxia wang"
"0000-0002-7204-9167","56d82fb0dabfae2eee1a4e33","anders bentien","","anders bentien","anders bentien","bo b iversen"
"0000-0002-7425-8253","558a9b95e4b037c08758204c","lionel canioni","","lionel canioni","lionel canioni","a brocas"
"0000-0002-0352-2715","53e9a885b7602d97031d5617","hans-uwe dahms","","hans-uwe dahms","hans-uwe dahms",""
"0000-0002-4516-8160","53e9b512b7602d97040490e6","chong-yun kang","","chong-yun kang","chong-yun kang","jong-yoon ha"
"0000-0002-6839-4443","57a4e8f1ac44365e35c93713","adam bujnowski","","adam bujnowski","adam bujnowski","jacek ruminski"
"0000-0002-0729-1977","53e99aacb7602d9702326238","karuna sampath","","karuna sampath","karuna sampath","patrick c. gilligan"
"0000-0002-3259-9295","55a536b265ceb7cb02e49f08","in het panhuis","","marc in het panhuis","in het panhuis marc","ellis shane r"
"0000-0002-4635-8302","5c0f8ecbda562944aca43fa2","jae seok jeong","","jae seok jeong","jae seok jeong","seong ho cho"
"0000-0001-7808-4943","53e9ad26b7602d9703707527","andrew steptoe","","andrew steptoe","andrew steptoe",""
"0000-0002-5648-4396","5c0f7aaada562944ac793937","alexandra sims","","alexandra sims","alexandra sims","olanrewaju falusi"
"0000-0002-3614-8707","53e99fc2b7602d9702899462","choongyeop lee","","choongyeop lee","choongyeop lee","chang-hwan choi"
"0000-0003-4506-182X","5c136474da56295a089b6dff","bárbara gomes","","bárbara gomes","bárbara gomes","sandra rocha"
"0000-0002-5020-1324","56d84ebcdabfae2eeef25a03","jaykrushna das","","jaykrushna das","jaykrushna das","raja bhaskar kanth siram"
"0000-0002-9625-1933","56d9264adabfae2eeebcf106","brigitte fiala","","brigitte fiala","brigitte fiala","konrad fiedler"
"0000-0001-7327-2259","56d83c62dabfae2eee676756","clotilde costa","","clotilde costa","clotilde costa","cristina saizladera"
"0000-0001-5341-9188","56d906a6dabfae2eeefa91e9","simon poppinga","","simon poppinga","simon poppinga","kerstin koch"
"0000-0001-9755-674X","53e9b227b7602d9703cbeab4","amanda wheeler","","amanda wheeler","amanda wheeler","wanda condell"
"0000-0001-8437-2204","53e9bc47b7602d97048bb382","isabel suelves","","isabel suelves","isabel suelves","rafael moliner"
"0000-0002-9667-2260","55a685d465ce054aad6a8661","henrik jaldell","","henrik jaldell","henrik jaldell","prachaksvich lebnak"
"0000-0001-5152-2464","56d8d617dabfae2eeecc8654","denis boudreau","","denis boudreau","denis boudreau","cyril caron"
"0000-0001-9888-7532","53e9ad7cb7602d970376d0b7","rudimar riesgo","","rudimar riesgo","rudimar riesgo","carmem gottfried"
"0000-0002-1205-7675","56d9139ddabfae2eee4b1d0d","graeme ackland","","graeme ackland","graeme ackland","karin m rabe"
"0000-0003-2366-5163","599da4485d763cf99f738896","anatoliy gruzd","","anatoliy gruzd","anatoliy gruzd","philip mai"
"0000-0001-9546-3849","53e9ad5db7602d97037425dd","andrew pontzen","","andrew pontzen","andrew pontzen","max pettini"
"0000-0002-0394-167X","53e9b91eb7602d97045092fa","akther hossain","","akther hossain","a.k.m. akther hossain","b. vilquin"
"0000-0003-3759-1310","53e9a6bbb7602d9702fed31b","arto määttä","","arto määttä","arto määttä","risto p.k. penttinen"
"0000-0003-3227-8106","5843774eac44360f1083a020","thomas jaitner","","thomas jaitner","thomas jaitner","norbert wehn"
"0000-0001-6622-5323","56d8cdaadabfae2eee89da94","marian catalin","","voica marian catalin","marian catalin voica","mirela matei"
"0000-0002-1226-7840","56d8d7d4dabfae2eeed88f0f","markus clemens","","markus clemens","markus clemens","thorsten steinmetz"
"0000-0001-9533-0341","5c0f7e97da562944ac81a431","cepi kurniawan","","cepi kurniawan","cepi kurniawan","ida nurhazwani abdul rahman"
"0000-0003-2091-2755","56d89582dabfae2eee0b8f70","maksim alekhin","","maksim alekhin","maksim alekhin",""
"0000-0002-4403-2261","56d9277ddabfae2eeec4b1a8","silvia picazio","","silvia picazio","silvia picazio","viviana ponzo"
"0000-0001-5884-583X","5c3b44ffdf5b8c0b3ca1b0ea","gacek-matthews","","agnieszka gacek-matthews","agnieszka gacek-matthews","astrid r. mach-aigner"
"0000-0003-2125-1514","53e99f48b7602d9702817573","petr hliněný","","petr hliněný","petr hliněný","jan kratochvíl"
"0000-0002-6348-4730","53e9a727b7602d970305b709","werner jaschke","","werner jaschke","werner jaschke","christina mayerl"
"0000-0002-9049-5726","53e99c99b7602d9702549d54","andreea vescan","","andreea vescan","andreea vescan","crina grosan"
"0000-0003-4361-7628","53e9b365b7602d9703e44218","roman mezencev","","roman mezencev","roman mezencev","tatiana hromjáková"
"0000-0003-0910-7894","5c0f7344da562944ac685e27","hernan lorenzi","","hernan lorenzi","hernan lorenzi","steve reed"
"0000-0003-3546-9901","5c0f728fda562944ac666079","tsui-chun tsou","","tsui-chun tsou","tsui-chun tsou","kun-tu yeh"
"0000-0001-5899-5643","53e9b1a9b7602d9703c33141","michael hensel","","michael hensel","michael hensel","achim menges"
"0000-0002-8988-8610","5c136854da56295a08a1849d","michal korinek","","michal korinek","michal korinek","kuan-ming chen"
"0000-0002-4308-7754","55a495b2612ca648689bfe64","fontenele-neto","","josé domingues  fontenele-neto","fontenele-neto j d","gurgel garrido p a"
"0000-0003-3486-6120","53e9b81cb7602d97043d43bd","rita muzzalupo","","rita muzzalupo","rita muzzalupo","ramon pons"
"0000-0002-3813-9329","56d83500dabfae2eee39ce30","adrienne evans","","adrienne evans","adrienne evans",""
"0000-0002-3400-3248","53e99ddbb7602d970269efca","thomas müller","","thomas müller","thomas müller","bernhard kräutler"
"0000-0001-7308-8240","56d92512dabfae2eeeb61afc","antoni cladera","","antoni cladera","antoni cladera","denis muntaner"
"0000-0002-9992-6318","53e9adc2b7602d97037c4af9","serena massari","","serena massari","serena massari","samantha zanoli"
"0000-0002-4780-9275","53e99a2fb7602d970228cd13","antoine muchir","","antoine muchir","antoine muchir","howard j. worman"
"0000-0001-7005-8572","56604ba30cf2dab45b5652e0","maria giovanna","","maria giovanna ranalli","ranalli maria giovanna","pucci giacomo"
"0000-0002-1712-9754","56d820a9dabfae2eeeba0e4e","izabela konczak","","izabela konczak","izabela konczak","abdullah dalar"
"0000-0002-7490-0218","56d8a4a9dabfae2eee81694c","robert dallmann","","robert dallmann","robert dallmann","thomas geissmann"
"0000-0002-2659-0868","53e9b769b7602d970430f679","eleonora cimini","","eleonora cimini","eleonora cimini","federico martini"
"0000-0001-9734-3007","53e9a3ccb7602d9702cdcbf9","mario carminati","","mario carminati","mario carminati","marcello campisi"
"0000-0003-3361-3623","56d9048cdabfae2eeeedc751","philippe quenel","","philippe quenel","philippe quenel","yves hatchuel"
"0000-0001-9930-4618","53e9baadb7602d97046d8ce1","emin sunbuloglu","","emin sunbuloglu","emin sunbuloglu","ergun bozdag"
"0000-0003-4617-990X","5c0f7f65da562944ac833ad5","mayuri napagoda","","mayuri napagoda","mayuri napagoda","jana gerstmeier"
"0000-0003-2990-9368","53e9ba9bb7602d97046c79a9","yolanda diebold","","yolanda diebold","yolanda diebold","gonzalo blanco"
"0000-0002-0248-5430","59828b370cf2cf55b9dbd4ee","packiasabapathy","","senthil packiasabapathy","packiasabapathy senthil k","kashyap lokesh"
"0000-0003-1136-0290","53e99f77b7602d970284af35","claudia colesie","","claudia colesie","claudia colesie","dieter spiteller"
"0000-0002-0350-2108","53e9a073b7602d9702959d54","norberto micali","","norberto micali","norberto micali","valentina villari"
"0000-0002-8201-8372","53e9a797b7602d97030d6918","michael dumbser","","michael dumbser","michael dumbser","claus-dieter munz"
"0000-0002-9787-5481","53e9bdc6b7602d9704a752c2","ioannis bratsos","","ioannis bratsos","ioannis bratsos","ennio zangrando"
"0000-0002-0909-4221","53e9ae5cb7602d97038783f5","pierre gressens","","pierre gressens","pierre gressens","vincent leli??vre"
"0000-0001-8851-6295","53e9bd55b7602d97049edbe2","armando felsani","","armando felsani","armando felsani","manuela natoli"
"0000-0002-9658-0294","53e99beab7602d9702490bd6","bruce r. ransom","","bruce r. ransom","bruce r. ransom","peter k. stys"
"0000-0002-3170-7506","56d90385dabfae2eeee73e9a","seeta rama raju","","seeta rama raju ganji","g seeta rama raju","goli nagaraju"
"0000-0002-7271-2774","53e9b641b7602d97041a0887","azevedo-marques","","paulo azevedo-marques","paulo mazzonccini azevedo-marques","luis ricardo figueiredo"
"0000-0002-2255-9740","56d8e9e8dabfae2eee4994b2","nicola contuzzi","","nicola contuzzi","nicola contuzzi","fabrizia caiazzo"
"0000-0002-1045-8838","53e9a50fb7602d9702e31d06","paola palestini","","paola palestini","paola palestini","marina pitto"
"0000-0002-2601-1870","53e9aac3b7602d97034427f9","valerio faraoni","","valerio faraoni","valerio faraoni",""
"0000-0001-7565-0284","53e9b708b7602d970429e804","sandrine ricote","","sandrine ricote","sandrine ricote","patricia m. patterson"
"0000-0003-3315-8704","58437722ac44360f1082ee4a","giulio bottegal","","giulio bottegal","giulio bottegal","gianluigi pillonetto"
"0000-0002-1601-3653","53e9bdcdb7602d9704a7bb6b","shang-hsun yang","","shang-hsun yang","shang-hsun yang","pei-hsun cheng"
"0000-0002-6731-646X","53e99db1b7602d9702671d9f","wasim chowdhury","","wasim chowdhury","wasim chowdhury","mark castanares"
"0000-0002-9136-4269","53e9bc5bb7602d97048d18c2","sabato manfredi","","sabato manfredi","sabato manfredi",""
"0000-0002-4342-0713","53e9b672b7602d97041d8d5f","toshimi shimizu","","toshimi shimizu","toshimi shimizu","qingmin ji"
"0000-0002-0742-5277","56d8fe47dabfae2eeec69864","fumitada iguchi","","fumitada iguchi","fumitada iguchi","takehisa yamada"
"0000-0001-8757-9622","53e9bd24b7602d97049b20fd","jean-luc renaud","","jean-luc renaud","jean-luc renaud","jean-pierre hurvois"
"0000-0001-8109-4974","5488e12745ce147a86e02e10","chongguang yang","","chongguang yang","chongguang yang","xinran dong"
"0000-0002-5271-6559","53e9ad92b7602d970378d0cd","andrzej skowron","","andrzej skowron","andrzej skowron","zdzislaw pawlak"
"0000-0003-3736-0264","56d87736dabfae2eee2128e2","corrie schoeman","","corrie schoeman","m corrie schoeman","c fabienne rakotondramanana"
"0000-0003-2924-1054","53e9a6b4b7602d9702fe509d","philippe maitre","","philippe maitre","philippe maitre","charles w bauschlicher"
"0000-0002-5115-1082","53e9b326b7602d9703df2de6","rangrong yoksan","","rangrong yoksan","rangrong yoksan","juthathip fangkangwanwong"
"0000-0002-4689-9766","558afc7ee4b0b32fcb3a10ab","merino-caviedes","","susana merino-caviedes","merino-caviedes, s.","martin-fernandez, m."
"0000-0002-8039-3013","5c0f7963da562944ac763213","abdelaziz tlili","","abdelaziz tlili","abdelaziz tlili","olfa alila-fersi"
"0000-0002-2875-1258","5c0f7dbdda562944ac804d48","ilann bourgeois","","ilann bourgeois","ilann bourgeois","didier voisin"
"0000-0002-0279-8867","56d8e96ddabfae2eee46c252","morten jakobsen","","morten jakobsen","morten jakobsen","simon calmar andersen"
"0000-0002-1326-8183","53e9ae04b7602d970380fd51","polyssena renzi","","polyssena renzi","polyssena renzi","marco bella"
"0000-0002-8373-8478","5c0f7712da562944ac70d97c","young duck shin","","young duck shin","young duck shin","young jin choi"
"0000-0001-8737-4061","53e9ac48b7602d970361568f","jérôme durand","","jérôme durand","jérôme durand","franco ugozzoli"
"0000-0002-0278-6698","5c0f73acda562944ac692e59","ossi nokelainen","","ossi nokelainen","ossi nokelainen","martin stevens"
"0000-0001-5531-1285","53e9a5dbb7602d9702f07ab6","almeida e silva","","joão batista de almeida e silva","j. b. almeida e silva","p. v. gómez"
"0000-0003-4784-0069","53e9b8d4b7602d97044b21e6","vittorio rosato","","vittorio rosato","vittorio rosato","vincenzo fioriti"
"0000-0002-7322-4908","53e99ae2b7602d9702369a66","robert ballotti","","robert ballotti","robert ballotti","bernard rossi"
"0000-0001-7837-0886","53e9b929b7602d970451630a","pere barlet-ros","","pere barlet-ros","pere barlet-ros","josep solé-pareta"
"0000-0002-8177-1637","5c0f8bedda562944ac9e3e19","peter mccluskey","","peter mccluskey","peter mccluskey","gerald liew"
"0000-0003-1969-851X","53e9992bb7602d97021668b6","jonathan tapson","","jonathan tapson","jonathan tapson","helen n. schwerdt"
"0000-0002-3652-7029","56d907fadabfae2eee032c75","marcello vitale","","marcello vitale","marcello vitale","marco alfo"
"0000-0003-2912-2100","53e99fddb7602d97028b8482","viviane colares","","viviane colares","viviane colares","luciana paes de barros"
"0000-0002-4583-7037","56d8ffdcdabfae2eeed08135","karl kunzelmann","","karl kunzelmann","karl kunzelmann","tanja gonska"
"0000-0002-1629-5507","5c0f7964da562944ac763956","cynthia j brown","","cynthia j brown","cynthia j brown","david l roth"
"0000-0001-5672-3273","5c0f7950da562944ac7625e4","kenzo takahashi","","kenzo takahashi","kenzo takahashi","miwako kamei"
"0000-0003-2552-4348","53e9ab73b7602d9703518459","tsutomu shimada","","tsutomu shimada","tsutomu shimada","atsushi sugie"
"0000-0002-5809-4340","5c0f89f3da562944ac9a2553","dipnarayan saha","","dipnarayan saha","dipnarayan saha","maya karan"
"0000-0002-0817-3796","53e9b6c4b7602d970424bc7e","hitoyoshi yasuo","","hitoyoshi yasuo","hitoyoshi yasuo","patrick lemaire"
"0000-0001-8818-7145","53e999fab7602d9702243c4a","reinhard klette","","reinhard klette","reinhard klette","karsten scheibe"
"0000-0003-4880-7076","53e99e31b7602d97026f534e","lillian garrett","","lillian garrett","lillian garrett","lieve desbonnet"
"0000-0002-5771-0957","53e9ae2eb7602d9703840309","pilar pertierra","","pilar pertierra","pilar pertierra","santiago garc�a-granda"
"0000-0002-4266-4206","56d8ddbfdabfae2eeefe0c40","paweł szroeder","","paweł szroeder","paweł szroeder",""
"0000-0003-3366-4703","53e9b7e0b7602d970438defe","robert prevedel","","robert prevedel","robert prevedel","felix tiefenbacher"
"0000-0001-7938-8893","53e9b469b7602d9703f6bac8","signe borgquist","","signe borgquist","signe borgquist","maria stighall"
"0000-0003-2317-9747","56d85962dabfae2eee429d3e","bettina posselt","","bettina posselt","bettina posselt","g spence"
"0000-0003-0419-1898","53e99dc5b7602d97026861b5","joachim franzke","","joachim franzke","joachim franzke","jean-philippe frimat"
"0000-0003-3469-9211","5c0f7af4da562944ac79e9e8","torbjørn ekrem","","torbjørn ekrem","torbjørn ekrem","markus majaneva"
"0000-0003-2217-2930","55a5fe0565cead59c8322e3e","teerawattananon","","yot  teerawattananon","teerawattananon yot","sadanandan rajeev"
"0000-0003-2433-9837","55a3fe7865ce5cd7b3bf9a19","jean-christophe","","jean-christophe marine","marine jean-christophe","hochepied tino"
"0000-0003-3826-9358","53e9b2f0b7602d9703daf473","ernesto marques","","ernesto marques","ernesto marques","j. thomas august"
"0000-0002-4648-8940","53e9b174b7602d9703bfabc4","elissa giffords","","elissa giffords","elissa giffords","donna kass"
"0000-0002-5840-5866","56d8fdaadabfae2eeec2cdaa","eduardo vicente","","eduardo vicente","eduardo vicente","geraldo luiz colnago"
"0000-0002-4590-2249","56d8a6a8dabfae2eee911875","moussa sedraoui","","moussa sedraoui","moussa sedraoui","s hassaine"
"0000-0001-8045-769X","5c0f7baeda562944ac7b864b","magnus grimfors","","magnus grimfors","magnus grimfors","maria kugelberg"
"0000-0002-6650-0388","53e9bdfdb7602d9704ab1645","davide carneiro","","davide carneiro","davide carneiro","josé neves"
"0000-0003-0899-740X","56d88723dabfae2eee971c03","kenji fukushima","","kenji fukushima","kenji fukushima","antonino flachi"
"0000-0002-5541-1531","53e9b746b7602d97042e28fb","jeff wisniewski","","jeff wisniewski","jeff wisniewski",""
"0000-0002-6866-604X","53e9ae69b7602d9703882f77","sabrina mattoli","","sabrina mattoli","sabrina mattoli","martin a. stacey"
"0000-0003-1165-4555","56d8f0e4dabfae2eee746a7b","rainer h straub","","rainer h straub","rainer h straub","christine moissl"
"0000-0003-0858-4648","555041ff45ce0a409eb3f4a8","marco squassina","","marco squassina","marco squassina","antonio iannizzotto"
"0000-0003-1535-5739","5c0f7c40da562944ac7cde05","morales-briones","","diego f. morales-briones","diego f morales-briones","aaron liston"
"0000-0003-0767-8220","53e9b030b7602d9703a90840","mohamed haouari","","mohamed haouari","mohamed haouari","anis gharbia"
"0000-0002-0934-3662","56d8d5f3dabfae2eeecb6a94","manuela zaccolo","","manuela zaccolo","manuela zaccolo","marco mongillo"
"0000-0002-9238-8190","56d8efbfdabfae2eee6da40c","emilie gauthier","","emilie gauthier","emilie gauthier","laurent millet"
"0000-0002-2483-7820","53e9be15b7602d9704ad0b71","sandrine lioret","","sandrine lioret","sandrine lioret","lionel lafay"
"0000-0003-4234-5640","56d92a2bdabfae2eeed3c5ec","francisco silva","","francisco silva","francisco silva","p arezes"
"0000-0003-1660-7117","53e9bc4eb7602d97048c39c8","clifton kussmaul","","clifton kussmaul","clifton kussmaul","matthew lang"
"0000-0002-7904-8730","53e9a343b7602d9702c4f657","juan carlos ruiz","","juan carlos ruiz","juan carlos ruiz-millan","joseantonio gutierrez-colon"
"0000-0002-8698-7146","56d90d89dabfae2eee26b053","kwame akyeampong","","kwame akyeampong","kwame akyeampong","kattie lussier"
"0000-0002-9663-8441","53e9b9a0b7602d9704594159","lopes dos santos","","joao m b  lopes dos santos","j. lopes dos santos","e. abrahams"
"0000-0001-9867-6196","5550453745ce0a409eb54a1a","bart de schutter","","bart de schutter","bart de schutter","robert babuska"
"0000-0003-1491-8077","56d83c70dabfae2eee67c36f","christian walter","","christian walter","christian walter","bilal alnawas"
"0000-0002-9043-0885","53e9a15bb7602d9702a4d934","velpandi ayyavoo","","velpandi ayyavoo","velpandi ayyavoo","narasimhan j. venkatachari"
"0000-0003-4525-7961","56d83775dabfae2eee49c691","ferreira barbosa","","flávio henrique ferreira barbosa","flavio henrique ferreira barbosa","rosa maria esteves arantes"
"0000-0001-5283-8671","53e99e93b7602d970275b046","luisa castagnoli","","luisa castagnoli","luisa castagnoli","costantino vetriani"
"0000-0002-5763-6080","53e9addbb7602d97037e5c51","nicolas troquard","","nicolas troquard","nicolas troquard","michael wooldridge"
"0000-0001-6408-2058","558bf49284ae6766fdf03790","huan cong nguyen","","huan cong nguyen","huan cong nguyen","h&#x00f8;jgaard-hansen, k."
"0000-0001-8769-1032","53e9aeb1b7602d97038d7909","riccardo cambini","","riccardo cambini","riccardo cambini","claudio sodini"
"0000-0003-4703-1173","53e99ba3b7602d970244bdb5","reinhard kissner","","reinhard kissner","reinhard kissner","bernard knoops"
"0000-0002-1534-7336","56d83b5ddabfae2eee615098","eleonora macchia","","eleonora macchia","eleonora macchia","maria magliulo"
"0000-0002-8512-8518","53e99d2fb7602d97025e806a","bernard mignotte","","bernard mignotte","bernard mignotte","nathalie steimberg"
"0000-0001-6668-5469","53e9ac95b7602d970367197f","renáta górová","","renáta górová","renáta górová","eva pavlíková"
"0000-0003-1696-5619","53e9a9a9b7602d97033080f4","giorgio patrizio","","giorgio patrizio","giorgio patrizio","stefano trapani"
"0000-0002-0491-0883","56d8efe2dabfae2eee6e6434","alberto olivares","","alberto olivares","alberto olivares","ernesto staffetti"
"0000-0002-9163-7597","53e9aa1db7602d97033895c3","tomasz schneider","","tomasz schneider","tomasz schneider","piotr popik"
"0000-0001-9178-2535","53e9be34b7602d9704aee972","leslie nicholson","","leslie nicholson","leslie nicholson","nhan phan-thien"
"0000-0001-9975-2023","5aaa67af1b13da0225bbde8a","shirley reynolds","","shirley reynolds","shirley reynolds","david a. shapiro"
"0000-0002-7629-6667","56d88638dabfae2eee8fd528","giulia garegnani","","giulia garegnani","giulia garegnani","gianluca grilli"
"0000-0001-7669-1782","56d9261ddabfae2eeebc02ac","mikhail vasiliev","","mikhail vasiliev","mikhail vasiliev","victor demidov"
"0000-0002-3244-6918","53e9a56fb7602d9702e94927","elske ammenwerth","","elske ammenwerth","elske ammenwerth","jytte brender"
"0000-0002-7299-5524","56d914e2dabfae2eee534c68","fabio tramontana","","fabio tramontana","fabio tramontana","h n agiza"
"0000-0002-6936-0368","59ec02d50cf22f5df7319b70","ronald fook seng","","ronald fook seng lee","lee ronald fook seng","menin laure"
"0000-0003-3048-6390","56d829dbdabfae2eeef532ff","miroslav grajcar","","miroslav grajcar","miroslav grajcar","fabrizio illuminati"
"0000-0003-1965-9510","53e99a79b7602d97022e9f12","alfonso totosaus","","alfonso totosaus","alfonso totosaus","norman gault"
"0000-0002-3836-8076","53e9bdadb7602d9704a5bb84","karol bialkowski","","karol bialkowski","karol bialkowski","kazimierz s. kasprzak"
"0000-0001-5430-9810","5c0f7a08da562944ac77c3f7","marit sijbrandij","","marit sijbrandij","marit sijbrandij","richard a bryant"
"0000-0001-9063-1612","55a4b8f765ceb7cb02d6db29","iglesias-linares","","alejandro iglesias-linares","iglesias-linares a","ballesta s"
"0000-0003-2849-8560","56d8a967dabfae2eeea6ebbb","cesare certosini","","cesare certosini","cesare certosini",""
"0000-0002-1937-2686","53e9b023b7602d9703a7f6c8","cabrera-trujillo","","remigio cabrera-trujillo","r. cabrera-trujillo","john sabin"
"0000-0002-8760-0644","56d921a8dabfae2eeea17d2a","atsushi korenaga","","atsushi korenaga","atsushi korenaga","seisuke kano"
"0000-0003-1353-1268","573698766e3b12023e7370aa","zahraa al-milaji","","zahraa al-milaji","zahraa al-milaji","kannappan palaniappan"
