"orcid","pm_id","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-4064-0822","28809584","magnus kaijser","","magnus kaijser","magnus kaijser","robert bujila"
"0000-0001-5525-548X","23688003","jawaher ansari","","jawaher ansari","jawaher ansari","roderick campbell"
"0000-0002-8065-9635","26496341","david tougeron","","david tougeron","david tougeron","philippe rougier"
"0000-0002-0582-467X","24115921","pontus geborek","","pontus geborek","pontus geborek","anton spanne"
"0000-0001-5899-8772","25219334","manuel schabus","","manuel schabus","manuel schabus","wolfgang klimesch"
"0000-0003-3317-3947","21907799","hiroyuki yasui","","hiroyuki yasui","hiroyuki yasui","tomoyuki furubayashi"
"0000-0002-7044-9001","20865714","sylvain laclef","","sylvain laclef","sylvain laclef","maris turks"
"0000-0003-3114-3410","29929180","dmitrii pankin","","dmitrii pankin","dmitrii pankin","anna pilip"
"0000-0003-2182-823X","31656057","laurence moore","","laurence moore","laurence moore","james white"
"0000-0002-4597-4859","23428605","chi-chuan wang","","chi-chuan wang","chi-chuan wang","chung-hsuen wu"
"0000-0002-5767-0676","17013514","carmen peralta","","carmen peralta","carmen peralta","fernando silva ramalho"
"0000-0002-7487-4929","29758675","jayabrata dhar","","jayabrata dhar","jayabrata dhar","suman chakraborty"
"0000-0002-5456-1351","19183092","neville suskin","","neville suskin","neville suskin","janette brual"
"0000-0003-1776-8131","30759521","palomares-rius","","juan emilio palomares-rius","j e palomares-rius","c cantalapiedra navarrete"
"0000-0001-9968-4366","23966724","elizabeth unni","","elizabeth unni","elizabeth unni","justin kullgren"
"0000-0001-7740-1361","21357455","yohei watanabe","","yohei watanabe","yohei watanabe","fumiko nagai"
"0000-0003-0818-218X","23677201","cristian cerda","","cristian cerda","cristian cerda","sonia osses"
"0000-0002-6649-9428","29507155","scott a murray","","scott a murray","scott a murray","david j stott"
"0000-0003-3876-8739","24284827","carsten schwan","","carsten schwan","carsten schwan","anke augspach"
"0000-0003-3123-3977","31337037","pietro gentile","","pietro gentile","pietro gentile"," "
"0000-0001-7323-2548","31779693","janne petersen","","janne petersen","janne petersen","mette merete pedersen"
"0000-0002-6935-1779","29568986","jürgen glaser","","jürgen glaser","jürgen glaser","christian seubert"
"0000-0002-7048-1925","30830502","marie matérne","","marie matérne","marie matérne","thomas strandberg"
"0000-0002-9625-1933","28547455","brigitte fiala","","brigitte fiala","brigitte fiala","martin heil"
"0000-0002-2448-3364","16681857","carole torsney","","carole torsney","carole torsney","rebecca l anderson"
"0000-0001-6492-2491","19534753","jonas blomberg","","jonas blomberg","jonas blomberg","nils-einar eriksson"
"0000-0002-7290-1022","20626248","kalidas shetty","","kalidas shetty","kalidas shetty","marcia da silva pinto"
"0000-0002-4217-7715","20382469","surender kumar","","surender kumar","surender kumar","shunsuke managi"
"0000-0002-8055-5086","25662356","chiara cassani","","chiara cassani","chiara cassani","valentina musacchi"
"0000-0002-0125-3769","28520249","arthur weltman","","arthur weltman","arthur weltman","richard l seip"
"0000-0002-6254-3516","26793718","kivanc bilecen","","kivanc bilecen","kivanc bilecen","gorkem yaman"
"0000-0003-0073-7769","31430069","kornelia gajek","","kornelia gajek","kornelia gajek","ewa gorczyńska"
"0000-0002-6573-3411","17999640","virginie molle","","virginie molle","virginie molle","alain j cozzone"
"0000-0002-9127-0641","29851179","shareen forbes","","shareen forbes","shareen forbes","sharleen imes"
"0000-0003-3703-8240","25373855","bohdan pomahac","","bohdan pomahac","bohdan pomahac","maria koulmanda"
"0000-0002-2934-0717","30422686","ravichandran m","","ravichandran m","ravichandran m","vera a"
"0000-0002-2762-8995","31024723","natsuko kagawa","","natsuko kagawa","natsuko kagawa","mitsumasa hanaoka"
"0000-0002-5315-7381","31092892","mainak ganguly","","mainak ganguly","mainak ganguly","simon dib"
"0000-0003-1033-9895","21993006","pierre tuffery","","pierre tuffery","pierre tuffery","philippe derreumaux"
"0000-0002-1986-5835","31516082","piet van vliet","","piet van vliet","patrick piet van vliet","jessica piché"
"0000-0003-1080-2720","21481122","norito kawakami","","norito kawakami","norito kawakami","yuki miyamoto"
"0000-0002-3523-6131","26862560","ahmad alhourani","","ahmad alhourani","ahmad alhourani","michael j randazzo"
"0000-0002-4430-8678","26140739","rajesh mohandas","","rajesh mohandas","rajesh mohandas","jonathan j shuster"
"0000-0001-5436-5396","11672992","gomez de segura","","ignacio gomez de segura","i a gomez de segura","e de miguel"
"0000-0001-8963-9107","29995947","gordon mcgregor","","gordon mcgregor","gordon mcgregor","josie goodby"
"0000-0002-3035-5991","21900742","morten petersen","","morten petersen","morten petersen","berthe katrine fiil"
"0000-0003-3086-4419","25661023","william santana","","william santana","william santana","marcos tavares"
"0000-0002-7293-9565","26844382","sylvie avallone","","sylvie avallone","sylvie avallone","wichien sriwichai"
"0000-0002-8645-2328","23787347","vittorio murino","","vittorio murino","vittorio murino","mauro spera"
"0000-0001-7931-1407","20485041","banu karayazgan","","banu karayazgan","banu karayazgan-saracoglu","haluk zulfikar"
"0000-0002-4187-6477","24915548","roberta parente","","roberta parente","roberta parente","marcello montagni"
"0000-0001-5168-8624","25797059","mauro andreotti","","mauro andreotti","mauro andreotti","sandro mancinelli"
"0000-0001-5720-8513","28792763","youcef mehellou","","youcef mehellou","youcef mehellou","hardeep s rattan"
"0000-0003-4438-1856","27870851","nicole mlynaryk","","nicole mlynaryk","nicole mlynaryk","leslie g ungerleider"
"0000-0003-0052-996X","28694961","richard cookson","","richard cookson","richard cookson","andrew j mirelman"
"0000-0001-9538-3371","19891821","claire thompson","","claire thompson","claire thompson","annette altendorf"
"0000-0002-4342-0713","19199630","toshimi shimizu","","toshimi shimizu","toshimi shimizu","masaki kogiso"
"0000-0002-7475-1531","20929904","martin röösli","","martin röösli","martin röösli","sarah rajkumar"
"0000-0001-5939-5340","30157696","adel alshahrani","","adel alshahrani","adel alshahrani","mazen alqahtani"
"0000-0002-2238-8849","26370942","anna konovalova","","anna konovalova","anna konovalova","thomas j silhavy"
"0000-0003-2866-5613","28243359","sebastian trejo","","sebastian trejo","sebastian trejo","druso perez"
"0000-0003-3974-3437","24176794","luke bereznicki","","luke bereznicki","luke bereznicki","gregory m peterson"
"0000-0002-5087-4414","30766892","charles cassius","","charles cassius","charles cassius","reyhan amode"
"0000-0002-7673-0849","29847540","kristen breslin","","kristen breslin","kristen breslin","karen j oʼconnell"
"0000-0002-4639-9913","31277501","marek bednarski","","marek bednarski","marek bednarski","jan a gliński"
"0000-0002-6671-0908","29913372","muhammad ashfaq","","muhammad ashfaq","muhammad ashfaq","han zhang"
"0000-0001-5549-1706","23445537","sebastian dolff","","sebastian dolff","sebastian dolff","suzanne arends"
"0000-0002-1693-4671","12600358","jeremy shiffman","","jeremy shiffman","jeremy shiffman"," "
"0000-0003-4835-0766","31202071","naaila ouazzani","","naaila ouazzani","naaila ouazzani","laila mandi"
"0000-0003-3354-6264","15784619","kazunori mizuno","","kazunori mizuno","kazunori mizuno","maria schumacher"
"0000-0002-3969-5167","28681826","vikas manchanda","","vikas manchanda","vikas manchanda","rushika saksena"
"0000-0001-7941-3104","22049075","behzad javaheri","","behzad javaheri","behzad javaheri","victoria j armstrong"
"0000-0002-1220-7610","19335382","manote lotrakul","","manote lotrakul","manote lotrakul","ratana saipanish"
"0000-0001-8021-572X","28220003","isabelle staude","","isabelle staude","isabelle staude","alexander s shorokhov"
"0000-0001-7790-951X","26982495","laëtitia dorso","","laëtitia dorso","laëtitia dorso","maya diab"
"0000-0003-3535-3845","17344409","annika thorsell","","annika thorsell","annika thorsell","michelle morin"
"0000-0001-6607-537X","25362340","takashi uneyama","","takashi uneyama","takashi uneyama","takafumi miyata"
"0000-0002-8942-7873","29802197","riobo-del galdo","","natalia riobo-del galdo","natalia a riobo-del galdo","manuel l covarrubias"
"0000-0003-0802-1255","21350065","shuichi matsuda","","shuichi matsuda","shuichi matsuda","hirokazu matsubara"
"0000-0001-6719-5517","17656076","mauro angeletti","","mauro angeletti","mauro angeletti","michele spina"
"0000-0002-3946-0683","28955208","wolfgang kummer","","wolfgang kummer","wolfgang kummer","olena lykhmus"
"0000-0003-2085-8525","25044440","nadjib hammoudi","","nadjib hammoudi","nadjib hammoudi","morad djebbar"
"0000-0002-0407-5689","20018888","patrick doherty","","patrick doherty","patrick doherty","kangwen deng"
"0000-0001-5430-4403","25686853","marie stiborova","","marie stiborova","marie stiborova","cornelia m ulrich"
"0000-0001-9826-9902","16511188","naoki kunishima","","naoki kunishima","naoki kunishima","emiko matsunaga"
"0000-0002-9066-5262","29160621","michel noutsias","","michel noutsias","michel noutsias","lisa adams"
"0000-0003-0415-2004","28442291","petya kasnakova","","petya kasnakova","petya kasnakova","donka dimitrova"
"0000-0002-4066-2776","20301160","per-olof syrén","","per-olof syrén","per-olof syrén","karl hult"
"0000-0001-5704-2082","24369729","sylvester ochwo","","sylvester ochwo","sylvester ochwo","savannah mwesigwa"
"0000-0003-0296-3567","28377030","christian posch","","christian posch","christian posch","babak monshi"
"0000-0001-7953-5494","12381291","silvia de monte","","silvia de monte","silvia de monte","karl sigmund"
"0000-0001-8933-9331","19391055","salini konikkat","","salini konikkat","salini konikkat","satyananda patel"
"0000-0002-0675-0414","17643475","marlize lombard","","marlize lombard","marlize lombard"," "
"0000-0003-3014-9626","18003189","adil deniz duru","","adil deniz duru","adil deniz duru","hamdi eryilmaz"
"0000-0002-6486-3847","31110570","yermek turgunov","","yermek turgunov","yermek turgunov","aidyn nurbekov"
"0000-0002-3370-7470","26490996","rupali ugrankar","","rupali ugrankar","rupali ugrankar","sandra schmitt"
"0000-0002-5336-3396","23250318","elsy del carmen","","elsy del carmen quevedo tejero","elsy del carmen quevedo-tejero","ramiro guerrero-pérez"
"0000-0002-3521-2279","27904425","sujata shrestha","","sujata shrestha","sujata shrestha","nilesh raj doshi"
"0000-0003-4664-7371","22731398","vincent russell","","vincent russell","vincent russell","nnamdi nkire"
"0000-0001-5734-4806","26652550","emanuela taioli","","emanuela taioli","emanuela taioli","andrea s wolf"
"0000-0003-1987-5723","1662515","ammassari-teule","","martine ammassari-teule","m ammassari-teule","s j sara"
"0000-0003-1190-6003","26299551","emilia licarete","","emilia licarete","emilia licarete","alina sesarman"
"0000-0002-1808-1799","30150786","makoto ishikawa","","makoto ishikawa","makoto ishikawa","takeshi yoshitomi"
"0000-0003-3738-2682","28492003","minoru hasegawa","","minoru hasegawa","minoru hasegawa","fukumi furukawa"
"0000-0003-1743-625X","22261926","kaori fujishiro","","kaori fujishiro","kaori fujishiro","karen d hinckley stukovsky"
"0000-0001-8069-5751","23603306","hirofumi sawada","","hirofumi sawada","hirofumi sawada","yoshihiro komada"
"0000-0002-7719-1963","18445021","alberto yáñez","","alberto yáñez","alberto yáñez","daniel gozalbo"
"0000-0003-1165-4555","15530642","rainer h straub","","rainer h straub","rainer h straub"," "
"0000-0002-8040-0412","23274785","krzysztof simon","","krzysztof simon","krzysztof simon","louwerens zwang"
"0000-0003-0468-9645","18815630","fernando goglia","","fernando goglia","fernando goglia","antonia lanni"
"0000-0002-9815-909X","19044998","sebastian busch","","sebastian busch","sebastian busch","tobias unruh"
"0000-0002-7414-8812","15002085","federico pulido","","federico pulido","federico pulido","felipe rodriguez-alcántara"
"0000-0001-6012-3270","23786079","alberto fereres","","alberto fereres","alberto fereres","ignacio morales"
"0000-0001-6668-7608","29374062","stefan harmansa","","stefan harmansa","stefan harmansa","markus affolter"
"0000-0001-6272-4010","27506571","inari laaksonen","","inari laaksonen","inari laaksonen","tatu j mäkinen"
"0000-0001-7535-3052","25483791","takafumi mizuno","","takafumi mizuno","takafumi mizuno","toshiharu akino"
"0000-0003-3386-2590","17028205","inna lermontova","","inna lermontova","inna lermontova","sabina klatte"
"0000-0002-9723-8677","27756338","ulrike stentzel","","ulrike stentzel","ulrike stentzel","daniel fredrich"
"0000-0001-9990-3071","24792852","mario de curtis","","mario de curtis","mario de curtis"," "
"0000-0003-1060-0096","31222387","joon young choi","","joon young choi","joon young choi","yong chan ahn"
"0000-0001-5709-0965","31703454","matthias beller","","matthias beller","matthias beller","jan torben schille"
"0000-0003-3994-8096","17367386","marilyn parsons","","marilyn parsons","marilyn parsons","isabelle coppens"
"0000-0001-6175-7363","25769117","letizia perillo","","letizia perillo","letizia perillo","abdolreza jamilian"
"0000-0002-5960-5712","22924405","stefano manzoni","","stefano manzoni","stefano manzoni","göran i agren"
"0000-0002-1711-8203","27011315","laurence packer","","laurence packer","laurence packer","kruti shukla"
"0000-0002-1925-7389","28473380","iker hernández","","iker hernández","iker hernández","carolina fernàndez"
"0000-0002-3392-3640","26057770","nasim vousooghi","","nasim vousooghi","nasim vousooghi","mohammad t joghataei"
"0000-0002-5540-0357","25005948","guajardo-flores","","daniel guajardo-flores","d guajardo-flores","j a gutiérrez-uribe"
"0000-0001-6177-6943","30613810","leonard heymann","","leonard heymann","leonard heymann","christian klinke"
"0000-0003-4104-1514","10913724","sappey-marinier","","dominic sappey-marinier","d sappey-marinier","a bonmartin"
"0000-0002-7730-4112","22405856","daniel courteix","","daniel courteix","daniel courteix","pierre rochcongar"
"0000-0002-0767-6017","25764246","pieter van west","","pieter van west","pieter van west","martina strittmatter"
"0000-0003-0502-5330","25582341","frann antignano","","frann antignano","frann antignano","colby zaph"
"0000-0002-3706-2454","25016177","hiroshi suemizu","","hiroshi suemizu","hiroshi suemizu","makiko shimizu"
"0000-0003-0139-5692","22172673","mark petronczki","","mark petronczki","mark petronczki","tohru takaki"
"0000-0003-2161-3829","12396500","ottoline leyser","","ottoline leyser","ottoline leyser","birgit linkohr"
"0000-0001-9855-8309","28980988","rafael valiente","","rafael valiente","rafael valiente","garry j mcintyre"
"0000-0002-9770-6450","24652491","jean-luc bailly","","jean-luc bailly","jean-luc bailly","romain volle"
"0000-0003-0275-9072","17553796","karin thevissen","","karin thevissen","karin thevissen","kathryn r ayscough"
"0000-0002-7010-2024","17522287","carrie huisingh","","carrie huisingh","carrie huisingh","gary a smith"
"0000-0002-6179-5279","18586731","bernard labedan","","bernard labedan","bernard labedan","frédéric lemoine"
"0000-0003-3540-8121","27916809","salvatore sessa","","salvatore sessa","salvatore sessa","atsuo takanishi"
"0000-0002-4821-3801","16982810","mariolina salio","","mariolina salio","mariolina salio","petr a illarionov"
"0000-0003-4115-4420","21330662","michele barollo","","michele barollo","michele barollo","valentina robol"
"0000-0001-8574-5391","29058799","ayyappanpillai ","","ayyappanpillai  ajayaghosh","ayyappanpillai ajayaghosh","samrat ghosh"
"0000-0002-1805-2509","23248081","crawford moodie","","crawford moodie","crawford moodie","gerard hastings"
"0000-0002-4938-2674","31253309","janna cropotova","","janna cropotova","janna cropotova","turid rustad"
"0000-0001-6204-375X","23018122","nicholas maling","","nicholas maling","nicholas maling","nagheme j thomas"
"0000-0002-3015-8824","23721424","adrian sequeira","","adrian sequeira","adrian sequeira","kenneth abreo"
"0000-0003-3321-7938","31548916","farnaz razmkhah","","farnaz razmkhah","farnaz razmkhah","sorayya ghasemi"
"0000-0002-6050-0176","30663759","aurel radulescu","","aurel radulescu","aurel radulescu","laura stingaciu"
"0000-0003-1847-5242","17571904","kazuhiro sayama","","kazuhiro sayama","kazuhiro sayama","yasukazu iwasaki"
"0000-0003-4142-7054","24902068","antonio currais","","antonio currais","antonio currais","chandramouli chiruta"
"0000-0003-3326-0266","28881668","jianzhong zhang","","jianzhong zhang","jianzhong zhang","chao liang"
"0000-0003-1374-2196","25578553","khaled bouzaidi","","khaled bouzaidi","khaled bouzaidi","mahdi bouassida"
"0000-0002-2236-1398","25079444","van puijenbroek","","eugene van puijenbroek","eugène van puijenbroek","florence van hunsel"
"0000-0003-1918-974X","12683839","valery belakhov","","valery belakhov","valery belakhov","yuval shoham"
"0000-0002-4186-0942","31296917","fabrice caillol","","fabrice caillol","fabrice caillol","cécile cador"
"0000-0003-3109-9720","23913931","séverine sabia","","séverine sabia","séverine sabia","béatrice tavernier"
"0000-0002-6803-4755","24600033","christoph daniel","","christoph daniel","christoph daniel","kerstin amann"
"0000-0003-1898-563X","25334044","takashi nakakura","","takashi nakakura","takashi nakakura","yuji tanaka"
"0000-0001-9461-6372","29615465","atsushi kawakami","","atsushi kawakami","atsushi kawakami","eri shibata"
"0000-0002-7723-074X","25900893","björn johansson","","björn johansson","björn johansson","ana cláudia pavarina"
"0000-0002-6680-1279","26264905","valentina sabino","","valentina sabino","valentina sabino","karen l smith"
"0000-0002-4813-3799","15685324","alexandre gloter","","alexandre gloter","alexandre gloter","jean-pierre boilot"
"0000-0001-9758-8426","24904167","shigekazu nagata","","shigekazu nagata","shigekazu nagata","yuichi yanagihashi"
"0000-0001-8259-3337","26154902","vijay srinivasan","","vijay srinivasan","vijay srinivasan"," "
"0000-0002-2078-9649","31610382","michelle nichols","","michelle nichols","michelle nichols","raelle tagge"
"0000-0003-0799-2340","18555504","hua naranmandura","","hua naranmandura","hua naranmandura","noriyuki suzuki"
"0000-0002-6873-3193","30931274","aasem abu shtaya","","aasem abu shtaya","aasem abu shtaya","shai cohen"
"0000-0001-6105-2937","20967382","olaf wolkenhauer","","olaf wolkenhauer","olaf wolkenhauer","peter dahl"
"0000-0003-4215-2611","31528733","gabriella gaglio","","gabriella gaglio","gabriella gaglio","biagina chiofalo"
"0000-0002-3302-6886","30298770","barbara predieri","","barbara predieri","barbara predieri","patrizia bruzzi"
"0000-0001-8132-6130","29582395","rafail kotronias","","rafail kotronias","rafail kotronias","antonis karanasos"
"0000-0002-3716-1540","12123807","orna elroy-stein","","orna elroy-stein","orna elroy-stein","nadejda koloteva-levine"
"0000-0002-7901-8910","26769138","massimo roncalli","","massimo roncalli","massimo roncalli","luca di tommaso"
"0000-0001-7508-1800","14745024","matthew mckenzie","","matthew mckenzie","matthew mckenzie","ian a trounce"
"0000-0002-2379-8751","15140153","giuseppe colucci","","giuseppe colucci","giuseppe colucci","giorgio mombelli"
"0000-0002-7412-7990","30526950","giovanni vicenti","","giovanni vicenti","giovanni vicenti","biagio moretti"
"0000-0002-4123-0975","31494118","parismita kalita","","parismita kalita","parismita kalita","harish shukla"
"0000-0003-3806-2031","29311869","mark van de ruit","","mark van de ruit","mark van de ruit","michael j grey"
"0000-0001-8099-0988","20921349","j richard landis","","j richard landis","j richard landis","larry d icard"
"0000-0002-4510-8272","29898602","mehran mostafavi","","mehran mostafavi","mehran mostafavi","furong wang"
"0000-0002-6487-8934","21775102","daisuke sugiyama","","daisuke sugiyama","daisuke sugiyama","yuko fukuda"
"0000-0002-4223-613X","28680005","mitsuru sugimoto","","mitsuru sugimoto","mitsuru sugimoto","hitomi kikuchi"
"0000-0001-6675-9261","27379347","joseph bouserhal","","joseph bouserhal","joseph bouserhal","allahyar geramy"
"0000-0002-5856-0348","26419256","palak chaturvedi","","palak chaturvedi","palak chaturvedi","arindam ghatak"
"0000-0001-7307-9491","15325173","jan schwarzbauer","","jan schwarzbauer","jan schwarzbauer","alexander kronimus"
"0000-0003-1811-4746","25527822","donato santovito","","donato santovito","donato santovito","virginia egea"
"0000-0002-3698-2590","24623839","cassandra szoeke","","cassandra szoeke","cassandra szoeke","pramit m phal"
"0000-0002-9841-6375","22102443","norihisa hoshino","","norihisa hoshino","norihisa hoshino","kiyonori takahashi"
"0000-0001-6024-4451","30778906","francesco trinca","","francesco trinca","francesco trinca","michele augusto riva"
"0000-0001-5072-4806","29126628","cristina cravana","","cristina cravana","cristina cravana","esterina fazio"
"0000-0002-5468-0297","30243522","elham taghizadeh","","elham taghizadeh","elham taghizadeh","manuel schaub"
"0000-0001-9428-6908","23826636","fiona mcnicholas","","fiona mcnicholas","fiona mcnicholas","nicolas ramperti"
"0000-0002-5114-400X","29343965","celine gallagher","","celine gallagher","celine gallagher","rachel wells"
"0000-0002-5292-1421","24196325","javier del campo","","javier del campo","javier del campo","michael e sieracki"
"0000-0003-0121-9621","25489583","giulia gallerani","","giulia gallerani","giulia gallerani","wainer zoli"
"0000-0001-9530-1225","24089292","salavat aglyamov","","salavat aglyamov","salavat aglyamov","stanislav emelianov"
"0000-0003-1006-0501","20660746","laure rondi-reig","","laure rondi-reig","laure rondi-reig","neil burgess"
"0000-0003-2796-7898","15188142","alyona sukhanova","","alyona sukhanova","alyona sukhanova","hilal hafian"
"0000-0003-1358-3535","15977262","christian balmer","","christian balmer","christian balmer","walter knirsch"
"0000-0002-6428-7835","23532560","jonathan coleman","","jonathan coleman","jonathan coleman","aradhana kaushal"
"0000-0002-5842-1196","26084847","marcel trautmann","","marcel trautmann","marcel trautmann","eva wardelmann"
"0000-0003-4160-2270","24463090","ayşegül doğan","","ayşegül doğan","ayşegül doğan","burcu şişli"
"0000-0003-2500-5222","28379077","elizabeth clarke","","elizabeth clarke","elizabeth clarke","lisa keay"
"0000-0002-3547-6733","24788484","ricardo segurado","","ricardo segurado","ricardo segurado","margaret sheridan-pereiraet"
"0000-0003-4980-7019","16018442","gunnar taraldsen","","gunnar taraldsen","gunnar taraldsen"," "
"0000-0002-3671-1029","23894312","seung-yong seong","","seung-yong seong","seung-yong seong","seung jin yoo"
"0000-0002-8280-7849","21038416","enrico baruffini","","enrico baruffini","enrico baruffini","patrick f chinnery"
"0000-0003-2084-9725","27900509","mustafa celiktas","","mustafa celiktas","mustafa celiktas","ozkan kose"
"0000-0001-6235-8161","15921450","francesco ortuso","","francesco ortuso","francesco ortuso","robert s coleman"
"0000-0002-0122-6138","24780059","mitchell sabloff","","mitchell sabloff","mitchell sabloff","catherine meloche"
"0000-0001-5776-902X","27033647","susana enríquez","","susana enríquez","susana enríquez","enrique ávila"
"0000-0001-6031-0797","28017936","stéphane boulé","","stéphane boulé","stéphane boulé","valérie deken-delannoy"
"0000-0002-1877-4958","28525268","jeffrey skolnick","","jeffrey skolnick","jeffrey skolnick","bharath srinivasan"
"0000-0002-9086-3541","24737149","konstantin horas","","konstantin horas","konstantin horas","andreas alois kurth"
"0000-0002-0086-6117","23873669","hirokazu arimoto","","hirokazu arimoto","hirokazu arimoto","hiroto miya"
"0000-0002-3846-2337","28689088","christof körner","","christof körner","christof körner","sonja walcher"
"0000-0001-8757-4629","16123234","fernando mendive","","fernando mendive","fernando mendive","eneko urizar"
"0000-0002-1633-6831","21701333","anthony metcalfe","","anthony metcalfe","anthony metcalfe","duncan a mcgrouther"
"0000-0001-7183-5054","31680893","satoshi nobusako","","satoshi nobusako","satoshi nobusako","yuki nishi"
"0000-0002-4893-4289","28133821","domenico santoro","","domenico santoro","domenico santoro","lyndsay kubicek"
"0000-0002-8863-2496","17991754","giovanni ferrari","","giovanni ferrari","giovanni ferrari","karma cinnante"
"0000-0003-4937-4161","24714215","william stafford","","william stafford","william stafford","stig linder"
"0000-0002-7418-6237","17298082","akimitsu okamoto","","akimitsu okamoto","akimitsu okamoto","timothy e barder"
"0000-0002-5741-0399","21195016","anant madabhushi","","anant madabhushi","anant madabhushi","mark rosen"
"0000-0002-3478-3280","29274567","gabriela tavella","","gabriela tavella","gabriela tavella","rebecca k graham"
"0000-0001-7876-1684","23633578","roberto marabini","","roberto marabini","roberto marabini","jose ramon macias"
"0000-0002-2730-3285","23822140","mehdi ben khelil","","mehdi ben khelil","mehdi ben khelil","anis benzarti"
"0000-0002-6979-4094","19622070","delphine boucher","","delphine boucher","delphine boucher","didier debroas"
"0000-0002-6992-6747","18641429","yasuhisa sakurai","","yasuhisa sakurai","yasuhisa sakurai","imari mimura"
"0000-0002-7278-1999","20544786","johannes winkler","","johannes winkler","johannes winkler","martina stessl"
"0000-0002-6007-6280","30721860","lawrence burkhard","","lawrence burkhard","lawrence burkhard","bryan w clark"
"0000-0002-0740-1574","15388682","alexandra sanfins","","alexandra sanfins","alexandra sanfins","david f albertini"
"0000-0001-5474-6332","21609420","johannes grillari","","johannes grillari","johannes grillari","gerhard t laschober"
"0000-0003-1860-4112","30928625","aneta andronowska","","aneta andronowska","aneta andronowska","aleksandra złotkowska"
"0000-0001-8548-2843","31401745","ziba farajzadegan","","ziba farajzadegan","ziba farajzadegan","bahareh shoshtari-yeganeh"
"0000-0002-0222-4273","27200028","fotis psomopoulos","","fotis psomopoulos","fotis psomopoulos","ioannis ganopoulos"
"0000-0002-4518-9375","23196853","emanuele nicastro","","emanuele nicastro","emanuele nicastro","vittoria buccigrossi"
"0000-0002-7832-2339","21730210","masafumi fukagawa","","masafumi fukagawa","masafumi fukagawa","masahiro koizumi"
"0000-0001-6489-3424","25931301","suzanne m beecher","","suzanne m beecher","suzanne m beecher","donal peter o'leary"
"0000-0001-8621-5456","26371447","julina ongkasuwan","","julina ongkasuwan","julina ongkasuwan","brandon tran"
"0000-0002-5073-5393","12960394","patrik verstreken","","patrik verstreken","patrik verstreken","karen l schulze"
"0000-0001-8324-3523","31731610","carolina tinajero","","carolina tinajero","carolina tinajero","fernando cadaveira"
"0000-0003-2394-412X","16915770","peter van leeuwen","","peter van leeuwen","peter van leeuwen","birgit hailer"
"0000-0001-9583-3117","27289303","marco sarchiapone","","marco sarchiapone","marco sarchiapone","doina cozman"
"0000-0002-3070-7686","30369716","jaroslaw harezlak","","jaroslaw harezlak","jaroslaw harezlak","timothy w randolph"
"0000-0003-2784-8485","19525949","procolo lucignano","","procolo lucignano","procolo lucignano","alexander smogunov"
"0000-0002-9935-1956","29434278","damien charabidze","","damien charabidze","damien charabidze","quentin fouche"
"0000-0002-7049-4363","21445348","roberto pontarolo","","roberto pontarolo","roberto pontarolo","flora watanabe"
"0000-0003-3644-7296","22027114","andrzej lewenstam","","andrzej lewenstam","andrzej lewenstam","konstantin mikhelson"
"0000-0003-1207-7040","19685487","dominique massiot","","dominique massiot","dominique massiot","dinu iuga"
"0000-0002-4384-9544","11911879","hartmut oschkinat","","hartmut oschkinat","hartmut oschkinat","thomas jarchau"
"0000-0002-7073-5788","17498281","lalith senarathna","","lalith senarathna","lalith senarathna","ariyasena hittarage"
"0000-0003-0566-5872","24349590","naseem salahuddin","","naseem salahuddin","naseem salahuddin","alain b labrique"
"0000-0002-9188-6083","31063251","rohit naniwadekar","","rohit naniwadekar","rohit naniwadekar","aparajita datta"
"0000-0002-4655-2623","26635077","raffaele montuoro","","raffaele montuoro","raffaele montuoro","r saravanan"
"0000-0002-5078-9615","30788075","francis christian","","francis christian","francis christian","claudia romero"
"0000-0001-7794-3064","15390160","hideaki shimazaki","","hideaki shimazaki","hideaki shimazaki","takeshi aihara"
"0000-0002-2469-3820","26864669","diane arnold-reed","","diane arnold-reed","diane arnold-reed","jing pang"
"0000-0002-0456-1134","18626316","manuela lanzafame","","manuela lanzafame","manuela lanzafame","carmelo romano"
"0000-0003-1083-7413","27166169","marta zagrebelsky","","marta zagrebelsky","marta zagrebelsky","martin korte"
"0000-0002-5375-6034","26204956","rosa pasquariello","","rosa pasquariello","rosa pasquariello","giampiero baroncelli"
"0000-0001-8454-1995","20495917","tatsuro yamaguchi","","tatsuro yamaguchi","tatsuro yamaguchi","hiroshi matsumoto"
"0000-0002-2932-8478","16768807","yasuaki hayashino","","yasuaki hayashino","yasuaki hayashino","junichiro hayano"
"0000-0001-9760-5484","24426490","pankaj kumar garg","","pankaj kumar garg","pankaj kumar garg","deepti choudhary"
"0000-0001-6186-7757","25441575","mostafa el moumni","","mostafa el moumni","mostafa el moumni","anita dijkstra"
"0000-0001-7964-8923","20838866","guilhian leipnitz","","guilhian leipnitz","guilhian leipnitz","bianca seminotti"
"0000-0002-4379-6913","19235586","quintanilla-licea","","ramiro quintanilla-licea","r quintanilla-licea","c rodríguez-padilla"
"0000-0001-9269-1205","26430529","hashem jarineshin","","hashem jarineshin","hashem jarineshin","saeed kashani"
"0000-0002-5217-8885","27712040","stefano di sandro","","stefano di sandro","stefano di sandro","andrea risaliti"
